,LANGID,TLC,WIKI,START,LAT,LONG,#utt0,MCD0,#utt1,MCD1,Dur,MCDB,MCDR,NAME
389,MNKBSG,mnk,https://en.wikipedia.org/wiki/Mandinka_language,http://listen.bible.is/MNKBSG/Matt/1/D,12.8165233333,-15.6539466667,7356,7.64,10668,6.80,18:30:28,5.72,5.48,Mandinka
390,MOAWBT,moa,https://en.wikipedia.org/wiki/Mwan_language,http://listen.bible.is/MOAWBT/Matt/1/D,7.87533,-5.94577,6570,8.46,14163,7.82,26:19:05,6.13,5.85,Mwan
391,MOGLAI,mog,https://en.wikipedia.org/wiki/Mongondow_language,http://listen.bible.is/MOGLAI/Matt/1/D,0.64616,124.114,10248,7.13,13034,6.65,26:33:51,5.40,5.31,Mongondow
392,MOPWBT,mop,https://en.wikipedia.org/wiki/Mopan_language,http://listen.bible.is/MOPWBT/Matt/1/D,16.3533,-89.0673,16183,7.21,17241,6.95,26:21:28,5.39,5.26,"Maya, Mopan"
393,MORBSS,mor,https://en.wikipedia.org/wiki/Moro_language,http://listen.bible.is/MORBSS/Matt/1/D,10.9194,30.2138,1281,7.07,8275,6.58,22:33:31,5.81,5.63,Nuba Moro
394,MPGABT,mpg,https://en.wikipedia.org/wiki/Marba_language,http://listen.bible.is/MPGABT/Matt/1/D,9.50664,15.8444,8583,8.03,7262,7.73,12:46:05,6.01,5.83,Azumeina
395,MPMTBL,mpm,https://en.wikipedia.org/wiki/Atatl%C3%A1huca%E2%80%93San_Miguel_Mixtec,http://listen.bible.is/MPMTBL/Matt/1/D,16.9042,-97.5018,7329,7.19,10849,6.69,19:16:02,5.64,5.29,Mixteco de Santiago Yosundua
396,MPXPNG,mpx,https://en.wikipedia.org/wiki/Misima_language,http://listen.bible.is/MPXPNG/Matt/1/D,-10.6821,152.696,8929,7.11,11625,6.34,21:35:48,5.28,5.20,Misima-Panaeyati
397,MQBWBT,mqb,https://en.wikipedia.org/wiki/Mbuko_language,http://listen.bible.is/MQBWBT/Matt/1/D,10.7788,14.1677,6284,7.95,9053,7.89,18:16:28,6.87,6.55,Mbuko
398,MQJLAI,mqj,https://en.wikipedia.org/wiki/Mamasa_language,http://listen.bible.is/MQJLAI/Matt/1/D,-3.0811,119.484,12424,6.59,13023,6.28,21:57:45,5.10,4.99,Mamasa
399,MRWNVS,mrw,https://en.wikipedia.org/wiki/Maranao_language,http://listen.bible.is/MRWNVS/Matt/1/D,7.79414,124.175,9513,6.67,11233,6.04,23:58:46,5.10,4.99,Maranao
400,MSYPNG,msy,https://en.wikipedia.org/wiki/Aruamu_language,http://listen.bible.is/MSYPNG/Matt/1/D,-4.28957,144.842,5592,7.70,12652,6.51,18:54:05,5.18,5.08,Aruamu
401,MUHWBT,muh,https://en.wikipedia.org/wiki/M%C3%BCnd%C3%BC_language,http://listen.bible.is/MUHWBT/Matt/1/D,4.22755,29.9967,4956,8.55,11140,8.41,23:24:16,7.16,6.84,Mundu
402,MUPNLL,mup,https://en.wikipedia.org/wiki/Malvi_language,http://listen.bible.is/MUPNLL/Matt/1/D,23.488,75.562,4939,7.57,6552,6.51,13:44:48,5.93,5.77,Malvi
403,MURTBL,mur,https://en.wikipedia.org/wiki/Murle_language,http://listen.bible.is/MURTBL/Matt/1/D,6.69756,33.988,2911,8.33,5775,7.83,10:55:20,6.79,6.56,Murle
404,MUYWBT,muy,https://en.wikipedia.org/wiki/Muyang_language,http://listen.bible.is/MUYWBT/Matt/1/D,10.86047,14.21246,4994,7.92,9472,6.57,16:58:59,5.49,5.32,Muyang
405,MVPLAI,mvp,https://en.wikipedia.org/wiki/Duri_language,http://listen.bible.is/MVPLAI/Matt/1/D,-3.37081,119.871,11464,7.28,13215,6.86,24:29:10,5.74,5.60,Duri
406,MWVLAI,mwv,https://en.wikipedia.org/wiki/Mentawai_language,http://listen.bible.is/MWVLAI/Matt/1/D,-1.41092,98.9401,10301,7.08,11707,6.64,21:48:44,5.50,5.39,Mentawai
407,MWWHDV,mww,https://en.wikipedia.org/wiki/Hmong_language,http://listen.bible.is/MWWHDV/Matt/1/D,21.5461,103.164,7196,7.26,8688,7.24,18:06:46,6.00,5.85,Hmong Daw
408,MXBMVR,mxb,https://en.wikipedia.org/wiki/Silacayoapan_Mixtec,http://listen.bible.is/MXBMVR/Matt/1/D,17.6155,-97.9002,3465,7.06,8105,6.04,16:47:07,5.33,5.18,Mixteco de Tezoatlan
409,MXTTBL,mxt,https://en.wikipedia.org/wiki/Chayuco-Jamiltepec_Mixtec,http://listen.bible.is/MXTTBL/Matt/1/D,16.2279,-97.8417,12618,7.51,11860,7.43,20:31:33,5.66,5.45,Mixteco de Jamiltepec
410,MYBABT,myb,https://en.wikipedia.org/wiki/Mbay_language,http://listen.bible.is/MYBABT/Matt/1/D,8.23066,15.7328,3790,8.67,4299,8.41,08:59:45,7.47,7.08,Mbay
411,MYKWBT,myk,https://en.wikipedia.org/wiki/Minyanka_language,http://listen.bible.is/MYKWBT/Matt/1/D,12.4871,-5.28245,5656,8.17,9601,8.01,15:42:09,6.14,5.93,Miniyanka
412,MYXBSU,myx,https://en.wikipedia.org/wiki/Masaba_language,http://listen.bible.is/MYXBSU/Matt/1/D,1.05906,34.2829,10386,6.54,11493,6.14,22:59:17,5.27,5.14,Lumasaaba
413,MYYWBT,myy,https://en.wikipedia.org/wiki/Macuna_language,http://listen.bible.is/MYYWBT/Matt/1/D,-0.14459,-70.0749,7677,7.10,21590,5.80,26:38:58,4.73,4.59,Macuna
414,MZAWBT,mza,https://en.wikipedia.org/wiki/Zacatepec_Mixtec,http://listen.bible.is/MZAWBT/Matt/1/D,16.7003,-97.9484,9321,7.04,11820,6.33,23:02:35,5.46,5.24,"Mixtec, Zacatepec"
415,MZKTBL,mzk,https://en.wikipedia.org/wiki/Mambila_language,http://listen.bible.is/MZKTBL/Matt/1/D,6.69736,11.3161,7896,7.56,11673,6.87,22:09:10,5.63,5.44,Mambila for Nigeria
416,MZMWBT,mzm,https://en.wikipedia.org/wiki/Mumuye_language,http://listen.bible.is/MZMWBT/Matt/1/D,8.90347,11.71545,891,8.74,6661,7.73,11:52:21,6.64,6.33,Mumuye
417,NANTTV,nan,https://en.wikipedia.org/wiki/Hokkien,http://listen.bible.is/NANTTV/Matt/1/D,24.5,118.17,1817,7.53,10823,6.81,17:54:35,5.58,5.42,Hokkien
418,NASPNG,nas,https://en.wikipedia.org/wiki/Naasioi_language,http://listen.bible.is/NASPNG/Matt/1/D,-6.46022,155.632,9066,6.69,11306,6.10,21:55:58,5.14,5.07,Naasioi
419,NCHTBL,nch,https://en.wikipedia.org/wiki/Tabasco_Nahuatl,http://listen.bible.is/NCHTBL/Matt/1/D,21.0963,-98.4356,8957,7.47,14808,6.26,25:33:10,5.32,5.20,"Nahuatl Huasteca, Central"
420,NCJTBL,ncj,https://en.wikipedia.org/wiki/Sierra_Puebla_Nahuatl,http://listen.bible.is/NCJTBL/Matt/1/D,20.1356,-97.9814,12683,6.65,14450,6.41,28:46:07,5.15,5.08,Nahuatl Norte Puebla
421,NCUWBT,ncu,https://en.wikipedia.org/wiki/Chumburung_language,http://listen.bible.is/NCUWBT/Matt/1/D,8.15211,-0.2755,1139,7.92,8694,7.29,17:55:16,5.77,5.57,Chumburung
422,NDZWBT,ndz,https://en.wikipedia.org/wiki/Ndogo_language,http://listen.bible.is/NDZWBT/Matt/1/D,7.73028,27.5588,869,7.73,4249,6.86,10:03:39,6.21,5.97,Ndogo
423,NEBWYI,neb,https://en.wikipedia.org/wiki/Tura_language,http://listen.bible.is/NEBWYI/Matt/1/D,7.76747,-7.33105,1478,7.45,14354,6.85,25:03:22,5.83,5.64,Toura
424,NEWNCL,new,https://en.wikipedia.org/wiki/Newar_language,http://listen.bible.is/NEWNCL/Matt/1/D,27.2614,84.9577,6093,7.02,9306,6.06,19:13:48,5.14,5.02,Newar
425,NFRIBS,nfr,https://en.wikipedia.org/wiki/Noni_language,http://listen.bible.is/NFRIBS/Matt/1/D,8.00522,-2.51001,5599,7.48,9017,6.83,16:18:00,5.64,5.47,Nafaanra
426,NGUTBL,ngu,https://en.wikipedia.org/wiki/Guerrero_Nahuatl,http://listen.bible.is/NGUTBL/Matt/1/D,17.8583,-99.0023,6824,7.43,9024,7.04,20:06:26,5.82,5.70,"Nahuatl, Guerrero"
427,NH1NMV,nhx,https://en.wikipedia.org/wiki/Isthmus_Nahuatl,http://listen.bible.is/NH1NMV/Matt/1/D,18.2,-94.7547,7362,7.13,11202,6.11,18:12:51,5.19,5.06,"Nahuatl, Mecayapan"
428,NHETBL,nhe,https://en.wikipedia.org/wiki/Huasteca_Nahuatl,http://listen.bible.is/NHETBL/Matt/1/D,21.0639,-97.9077,10598,7.22,16011,6.33,27:56:06,5.07,5.03,"Nahuatl Huasteca, Eastern"
429,NHIWBT,nhi,https://en.wikipedia.org/wiki/Sierra_Puebla_Nahuatl,http://listen.bible.is/NHIWBT/Matt/1/D,20.0581,-97.8974,9758,7.02,10458,6.44,19:38:21,5.30,5.20,"Nahuatl, Tenango"
430,NHUWBT,nhu,https://en.wikipedia.org/wiki/Noni_language,http://listen.bible.is/NHUWBT/Matt/1/D,6.37256,10.5707,2693,7.81,9232,7.23,18:53:46,6.14,5.91,Nooni
431,NHWTBL,nhw,https://en.wikipedia.org/wiki/Huasteca_Nahuatl,http://listen.bible.is/NHWTBL/Matt/1/D,21.3711,-98.7711,9420,7.61,12007,7.12,24:30:05,5.39,5.21,"Nahuatl Huasteca, Western"
432,NHYTBL,nah,https://en.wikipedia.org/wiki/Nahuatl,http://listen.bible.is/NHYTBL/Matt/1/D,23,-102,10953,6.35,14055,5.92,22:59:01,4.86,4.76,"Nahuatl, Norte de Oaxaca"
433,NIAIBS,nia,https://en.wikipedia.org/wiki/Nias_language,http://listen.bible.is/NIAIBS/Matt/1/D,0.90691,97.4961,6994,7.28,14574,6.81,26:38:24,5.52,5.38,Nias
434,NIJLAI,nij,https://en.wikipedia.org/wiki/Ngaju_language,http://listen.bible.is/NIJLAI/Matt/1/D,-1.58463,112.794,12569,7.47,12335,7.27,24:19:37,5.80,5.54,Ngaju
435,NIMBST,nim,https://en.wikipedia.org/wiki/Iramba_language,http://listen.bible.is/NIMBST/Matt/1/D,-4.50002,34.3068,8617,7.10,9733,6.74,18:43:08,5.81,5.62,Kinyiramba
436,NINWYI,nin,https://en.wikipedia.org/wiki/Ninzo_language,http://listen.bible.is/NINWYI/Matt/1/D,8.95791,8.47328,12215,6.24,13698,5.91,24:12:37,4.85,4.70,Ninzo
437,NKOWBT,nko,https://en.wikipedia.org/wiki/Nkonya_language,http://listen.bible.is/NKOWBT/Matt/1/D,7.20316,0.3209,2981,7.79,12092,6.79,17:15:42,5.50,5.31,Nkonya
438,NLCLAI,nlc,https://en.wikipedia.org/wiki/Nalca_language,http://listen.bible.is/NLCLAI/Matt/1/D,-4.26068,139.883,10372,7.44,12423,6.68,27:41:13,5.62,5.46,Nalca
439,NMZWSB,nmz,https://en.wikipedia.org/wiki/Nawdm_language,http://listen.bible.is/NMZWSB/Matt/1/D,7.17037,0.58553,4941,8.98,6675,8.30,10:33:25,6.63,6.36,Nawdm
440,NNBBSU,nnb,https://en.wikipedia.org/wiki/Nande_language,http://listen.bible.is/NNBBSU/Matt/1/D,-0.24904,29.0243,9365,7.87,11305,7.25,22:20:51,5.91,5.69,Kinandi
441,NNWWBT,nnw,https://en.wikipedia.org/wiki/Nuni_language,http://listen.bible.is/NNWWBT/Matt/1/D,11.5186,-2.14385,1185,8.69,9070,7.57,13:27:35,6.33,6.08,"Nuni, Southern"
442,NODWBT,nod,https://en.wikipedia.org/wiki/Northern_Thai_language,http://listen.bible.is/NODWBT/Matt/1/N,18.857495,100.20739,1263,6.14,8019,5.85,19:55:42,5.27,5.14,กำเมือง
443,NOGIBT,nog,https://en.wikipedia.org/wiki/Nogai_language,http://listen.bible.is/NOGIBT/Matt/1/D,43.5917,46.6618,2916,6.88,8720,5.39,13:53:00,4.49,4.39,Nogai
444,NOTTBL,not,https://en.wikipedia.org/wiki/Nomatsiguenga_language,http://listen.bible.is/NOTTBL/Matt/1/D,-11.5349,-74.4371,19234,6.30,21868,6.32,35:27:51,5.32,5.15,Nomatsiguenga
445,NPLWYI,npl,https://en.wikipedia.org/wiki/Tehuacan%E2%80%93Zongolica_Nahuatl,http://listen.bible.is/NPLWYI/Matt/1/D,22,-102,10760,6.97,12982,6.38,23:10:11,5.42,5.24,"Nahuatl, Southeastern Puebla"
446,NPYLAI,npy,https://en.wikipedia.org/wiki/Badaic_language,http://listen.bible.is/NPYLAI/Matt/1/D,-1.43707,120.338,15502,6.99,15618,6.71,28:53:06,5.06,4.93,Napu
447,NSUWBT,nsu,https://en.wikipedia.org/wiki/Tehuacan%E2%80%93Zongolica_Nahuatl,http://listen.bible.is/NSUWBT/Matt/1/D,18.39688,-97.12655,1999,6.74,1999,6.67,03:04:59,6.26,6.04,"Nahuatl, Sierra Negra"
448,NTMWBT,ntm,https://en.wikipedia.org/wiki/Nateni_language,http://listen.bible.is/NTMWBT/Matt/1/D,10.5191,1.21879,1289,8.04,8000,7.36,14:56:57,5.85,5.64,Nateni
449,NTRWBT,ntr,https://en.wikipedia.org/wiki/Delo_language,http://listen.bible.is/NTRWBT/Matt/1/D,7.90997,0.59728,1854,8.31,8910,7.99,19:02:50,7.03,6.67,Ntrubo
450,NUJWBT,nuj,https://en.wikipedia.org/wiki/Nyole_language_(Uganda),http://listen.bible.is/NUJWBT/Matt/1/D,0.88072,33.9181,9417,6.23,11182,5.93,24:12:56,5.27,5.11,Lunyole
451,NUSBSS,nus,https://en.wikipedia.org/wiki/Nuer_language,http://listen.bible.is/NUSBSS/Matt/1/D,8.13911,32.3829,1680,8.14,5465,6.92,09:31:58,6.40,6.15,Nuer
452,NWBWBT,nwb,https://en.wikipedia.org/wiki/Nyabwa_language,http://listen.bible.is/NWBWBT/Matt/1/D,6.87615,-6.84428,1906,8.21,12329,7.73,21:19:25,6.16,5.87,Nyaboa
453,NYFBTL,nyf,https://en.wikipedia.org/wiki/Mijikenda_language,http://listen.bible.is/NYFBTL/Matt/1/D,-3.30638,39.6648,9631,7.40,10776,6.79,21:02:42,5.71,5.54,Giryama
454,NYNBSU,nyn,https://en.wikipedia.org/wiki/Nkore_language,http://listen.bible.is/NYNBSU/Matt/1/D,-0.46364,30.548,8818,8.21,8717,7.97,15:41:12,6.76,6.50,Runyankore-Rukiga
455,NYOBSU,nyo,https://en.wikipedia.org/wiki/Nyoro_language,http://listen.bible.is/NYOBSU/Matt/1/D,0.95294,31.3493,10907,7.64,11854,7.09,20:02:00,5.74,5.53,Runyoro-Rutoro
456,NYYBST,nyy,https://en.wikipedia.org/wiki/Nyakyusa_language,http://listen.bible.is/NYYBST/Matt/1/D,-9.71018,33.7763,6417,7.42,12651,6.65,23:03:59,5.74,5.57,Kinyakyusa
457,NZIBSG,nzi,https://en.wikipedia.org/wiki/Nzema_language,http://listen.bible.is/NZIBSG/Matt/1/D,5.1785,-2.81123,4731,8.01,8634,7.16,15:36:29,5.65,5.47,Nzima
458,OBOWBT,obo,https://en.wikipedia.org/wiki/Antsi_language,http://listen.bible.is/OBOWBT/Matt/1/D,7.29141,125.09,12454,5.68,12995,5.77,29:01:58,5.10,4.95,Minonuvu
459,OJ1CBS,ojc,https://en.wikipedia.org/wiki/Ojibwe_language,http://listen.bible.is/OJ1CBS/Matt/1/D,46.5741,-84.1543,16302,6.29,16850,6.07,38:27:57,5.00,4.90,Ojibwe
460,OKUWYI,oku,https://en.wikipedia.org/wiki/Oku_language,http://listen.bible.is/OKUWYI/Matt/1/D,6.23712,10.5096,3745,8.16,6155,8.29,14:16:59,7.22,6.86,Oku
461,OLDBST,old,https://en.wikipedia.org/wiki/Central_Kilimanjaro_language,http://listen.bible.is/OLDBST/Matt/1/D,-3.33743,37.3357,8676,7.43,10618,6.89,20:07:09,5.73,5.56,Kimochi
462,OM1TBL,omw,https://en.wikipedia.org/wiki/Tairora_language,http://listen.bible.is/OM1TBL/Matt/1/D,-6.35337,145.883,13179,6.26,15564,5.77,29:07:25,4.80,4.74,Omwunra Toqura
463,ORYWTC,ori,https://en.wikipedia.org/wiki/Odia_language,http://listen.bible.is/ORYWTC/Matt/1/D,20.15,80.50,1941,7.71,1662,7.58,07:54:24,7.75,7.53,Oriya
464,OSSIBT,oss,https://en.wikipedia.org/wiki/Ossetian_language,http://listen.bible.is/OSSIBT/Matt/1/D,41.7882,43.2674,603,7.47,6439,6.27,11:23:45,5.40,5.27,Ossetic
465,OTETBL,ote,https://en.wikipedia.org/wiki/Otomi_language,http://listen.bible.is/OTETBL/Matt/1/D,20.2274,-99.5564,3694,7.75,6416,6.77,11:54:57,5.74,5.54,Nahnu Otomi Mezquital
466,OZMTBL,ozm,https://en.wikipedia.org/wiki/Nzime_language,http://listen.bible.is/OZMTBL/Matt/1/D,3.25933,13.54152,2002,8.55,5748,8.02,09:45:14,7.36,7.05,Koonzime
467,PABTBL,pab,https://en.wikipedia.org/wiki/Paresi_language,http://listen.bible.is/PABTBL/Matt/1/D,-14.5929,-57.4059,17257,6.40,17389,6.12,36:46:16,5.00,4.93,Parecis
468,PADTBL,pad,https://en.wikipedia.org/wiki/Paumar%C3%AD_language,http://listen.bible.is/PADTBL/Matt/1/D,-5.78403,-64.2803,30173,5.56,31745,5.43,47:05:07,4.36,4.30,Paumari
469,PAGPBS,pag,https://en.wikipedia.org/wiki/Pangasinan_language,http://listen.bible.is/PAGPBS/Matt/1/D,15.9377,120.365,11836,6.99,13028,6.66,22:31:48,5.36,5.28,Pangasinan
470,PAMPBS,pam,https://en.wikipedia.org/wiki/Kapampangan_language,http://listen.bible.is/PAMPBS/Matt/1/D,14.9603,120.502,10198,7.28,12555,6.63,20:34:53,5.46,5.36,Pampangan
471,PAUUBS,pau,https://en.wikipedia.org/wiki/Palauan_language,http://listen.bible.is/PAUUBS/Matt/1/D,7.34138,134.476678,7315,7.43,8317,6.69,16:42:29,5.04,4.91,Palauan
472,PBBWBT,pbb,https://en.wikipedia.org/wiki/P%C3%A1ez_language,http://listen.bible.is/PBBWBT/Matt/1/D,2.61516,-76.3125,8006,7.37,8795,7.18,16:34:14,5.92,5.71,Nasa Yuwe
473,PBCBSS,pbc,https://en.wikipedia.org/wiki/Kap%C3%B3ng_language,http://listen.bible.is/PBCBSS/Matt/1/D,4.75826,-59.5772,8563,6.44,12721,6.28,27:54:25,5.15,4.96,Patamona
474,PBIWYI,pbi,https://en.wikipedia.org/wiki/Parkwa_language,http://listen.bible.is/PBIWYI/Matt/1/D,11.0206,14.0964,2083,7.88,12157,6.94,20:06:59,5.74,5.56,Podoko
475,PCMTSC,pcm,https://en.wikipedia.org/wiki/Nigerian_Pidgin,http://listen.bible.is/PCMTSC/Matt/1/D,9.65873,4.21068,8305,7.72,10060,6.92,15:10:24,6.04,5.89,Nigerian Pidgin
476,PESTPV,pes,https://en.wikipedia.org/wiki/Persian_language,http://listen.bible.is/PESTPV/Matt/1/D,28.6593,55.1586,717,8.87,2787,7.31,05:14:51,7.03,6.76,فارسی
477,PIRWBT,pir,https://en.wikipedia.org/wiki/Wanano_language,http://listen.bible.is/PIRWBT/Matt/1/D,0.50714,-69.5032,7502,7.29,19312,6.50,28:41:15,4.99,4.86,Piratapuyo
478,PISWBT,pis,https://en.wikipedia.org/wiki/Pijin_language,http://listen.bible.is/PISWBT/Matt/1/D,-9.567,160.137,10845,6.87,13755,6.13,25:51:52,5.30,5.19,Pijin
479,PKBBTL,pkb,https://en.wikipedia.org/wiki/Pokomo_language,http://listen.bible.is/PKBBTL/Matt/1/D,-2.31587,40.2897,9287,7.47,6004,6.54,09:54:13,5.62,5.36,Pokomo
480,PLSWYI,pls,https://en.wikipedia.org/wiki/Popolocan_languages,http://listen.bible.is/PLSWYI/Matt/1/N,18.74,-97.5936,2795,7.08,4823,5.87,06:17:46,4.89,4.77,"Ngigua, San Marcos Tlacoyalco"
481,PLWWBT,plw,https://en.wikipedia.org/wiki/Palawano_language,http://listen.bible.is/PLWWBT/Matt/1/D,8.83891,117.871,10737,6.78,12830,6.16,24:02:59,5.21,5.10,"Palawano, Brooke's Point"
482,PMFNTM,pmf,https://en.wikipedia.org/wiki/Pamona_language,http://listen.bible.is/PMFNTM/Matt/1/D,-1.62663,121.268,13124,6.74,17524,6.30,35:08:22,5.42,5.25,Bahasa Taa
483,POHPOC,poh,https://en.wikipedia.org/wiki/Poqomchi%27_language,http://listen.bible.is/POHPOC/Matt/1/N,15.3586,-90.5813,11067,6.19,12028,5.29,17:11:06,4.75,4.61,"Pokomchi, Eastern"
484,POEWYI,poe,https://en.wikipedia.org/wiki/Southern_Popoloca_language,http://listen.bible.is/POEWYI/Matt/1/D,18.22245,-97.37923,2641,7.29,5265,6.54,09:07:25,5.54,5.42,"Ngiva, San Juan Atzingo"
485,POITBL,poi,https://en.wikipedia.org/wiki/Sierra_Popoluca,http://listen.bible.is/POITBL/Matt/1/D,18.198,-94.9109,7717,8.82,14903,7.95,21:23:44,5.41,5.21,Popoluca de la Sierra
486,POLNCV,pol,https://en.wikipedia.org/wiki/Polish_language,http://listen.bible.is/POLNCV/Matt/1/D,51.8439,18.6255,4349,8.17,5138,7.68,09:28:16,7.05,6.79,Polski
487,PORARA,por,https://en.wikipedia.org/wiki/Portuguese_language,http://listen.bible.is/PORARA/Matt/1/D,39.91,-8.1,6796,7.79,9475,7.16,13:51:16,5.63,5.56,Português
488,PPKLAI,ppk,https://en.wikipedia.org/wiki/Uma_language,http://listen.bible.is/PPKLAI/Matt/1/D,-1.70416,119.968,16309,7.14,18287,6.67,27:46:37,5.31,5.10,Uma
489,PRFWBT,prf,https://en.wikipedia.org/wiki/Paranan_language,http://listen.bible.is/PRFWBT/Matt/1/D,17.0411,122.37,11362,6.42,12776,6.02,21:02:22,5.07,4.94,Paranan
490,PRSGNN,prs,https://en.wikipedia.org/wiki/Dari_language,http://listen.bible.is/PRSGNN/Matt/1/D,31.0405,67.3593,1093,8.15,6152,6.90,12:46:34,6.26,6.03,Dari
491,PSELAI,pse,https://en.wikipedia.org/wiki/Bengkulu_language,http://listen.bible.is/PSELAI/Matt/1/D,-3.79673,103.137,12311,6.36,13325,6.57,23:49:11,5.16,5.03,Serawai
492,PTULAI,ptu,https://en.wikipedia.org/wiki/Bambam_language,http://listen.bible.is/PTULAI/Matt/1/D,-3.02759,119.201,13427,6.10,14796,5.78,22:05:13,4.33,4.23,Bambam
493,PUISMV,pui,https://en.wikipedia.org/wiki/Puinave_language,http://listen.bible.is/PUISMV/Matt/1/N,3.92974,-67.6886,5089,5.68,13027,5.23,21:04:01,4.60,4.50,Puinave
494,PWWTBS,pww,https://en.wikipedia.org/wiki/Northern_Pwo_language,http://listen.bible.is/PWWTBS/Matt/1/D,18.016,98.2709,4908,5.83,8259,5.53,23:17:26,4.36,4.24,"Karen Pwo, Northern"
495,PXMBSM,pxm,https://en.wikipedia.org/wiki/Mixe%E2%80%93Zoque_languages,http://listen.bible.is/PXMBSM/Matt/1/D,16.92147,-95.67269,3511,7.11,13253,6.08,20:23:21,5.02,4.91,Mixe Quetzaltepec
496,QEJLLB,qvh,https://en.wikipedia.org/wiki/Quechuan_languages,http://listen.bible.is/QEJLLB/Matt/1/D,-9.15718,-76.3372,6218,7.19,14789,6.17,21:40:44,5.31,5.18,"Quechua, Huamalies Dos de Mayo"
497,QUBPBS,qub,https://en.wikipedia.org/wiki/Huallaga_Quechua,http://listen.bible.is/QUBPBS/Matt/1/D,-9.57135,-75.594,12286,7.29,13080,7.06,19:36:52,5.56,5.34,"Quechua, Huallaga"
498,QUFLLB,quf,https://en.wikipedia.org/wiki/Lambayeque_Quechua,http://listen.bible.is/QUFLLB/Matt/1/D,-6.1715,-79.468,13341,7.29,16693,6.87,27:46:09,5.19,5.06,"Quechua, Lambayeque"
499,QUHRBV,quh,https://en.wikipedia.org/wiki/South_Bolivian_Quechua,http://listen.bible.is/QUHRBV/Matt/1/D,-20.9201,-66.3331,9734,6.98,15742,6.55,27:40:41,5.53,5.40,"Quechua, South Bolivian"
500,QULSBB,qul,https://en.wikipedia.org/wiki/North_Bolivian_Quechua,http://listen.bible.is/QULSBB/Matt/1/D,-14.4014,-68.7894,6706,7.48,13150,6.71,27:12:45,5.49,5.38,"Quechua, North Bolivian"
501,QUPTBL,qup,https://en.wikipedia.org/wiki/Kichwa_language,http://listen.bible.is/QUPTBL/Matt/1/D,-3.32733,-76.527,17558,6.57,18950,6.13,35:55:09,5.04,4.90,"Quechua, Southern Pastaza"
502,QUWHLE,quw,https://en.wikipedia.org/wiki/Kichwa_language,http://listen.bible.is/QUWHLE/Matt/1/D,-0.76271,-77.5404,11023,6.70,12406,6.25,18:28:05,5.33,5.16,"Quichua, Tena Lowland"
503,QUYSBU,quy,https://en.wikipedia.org/wiki/Ayacucho_Quechua,http://listen.bible.is/QUYSBU/Matt/1/D,-13.84714,-74.32246,8737,7.35,10450,7.16,20:25:04,5.65,5.46,"Quechua, Ayacucho"
504,QUZPBS,quz,https://en.wikipedia.org/wiki/Cusco_Quechua,http://listen.bible.is/QUZPBS/Matt/1/D,-14.0853,-71.7663,8486,7.10,11424,6.75,20:18:11,5.27,5.19,"Quechua, Cuzco"
505,QVCTBL,qvc,https://en.wikipedia.org/wiki/Cajamarca_Quechua,http://listen.bible.is/QVCTBL/Matt/1/D,-7.09314,-78.3214,12809,7.79,10878,7.84,23:20:03,6.87,6.63,"Quechua, Cajamarca"
506,QVMTBL,qvm,https://en.wikipedia.org/wiki/Alto_Pativilca%E2%80%93Alto_Mara%C3%B1%C3%B3n%E2%80%93Alto_Huallaga_Quechua,http://listen.bible.is/QVMTBL/Matt/1/D,-9.84463,-76.4981,10764,6.94,16226,6.08,25:05:49,5.09,4.95,"Quechua, Margos"
507,QVNLLB,qvn,https://en.wikipedia.org/wiki/North_Jun%C3%ADn_Quechua,http://listen.bible.is/QVNLLB/Matt/1/D,-11.2132,-75.8128,13018,7.32,11926,7.31,24:06:37,5.82,5.67,"Quechua, North Junin"
508,QVOVAA,qvo,https://en.wikipedia.org/wiki/Kichwa_language,http://listen.bible.is/QVOVAA/Matt/1/D,-0.072525,-76.3889,13124,6.57,12759,6.44,18:50:11,5.28,5.14,"Quichua, Napo Lowland"
509,QVSTBL,qvs,https://en.wikipedia.org/wiki/Lowland_Peruvian_Quechua,http://listen.bible.is/QVSTBL/Matt/1/D,-6.9582,-76.6608,18421,6.94,17382,6.76,30:05:49,5.45,5.19,"Quechua, San Martin"
510,QVWTBL,qvw,https://en.wikipedia.org/wiki/Quechua_I,http://listen.bible.is/QVWTBL/Matt/1/D,-12.1809,-75.2055,8950,7.44,14390,6.70,23:25:07,5.70,5.54,"Quechua, Huaylla Wanca"
511,QVZWBT,qvz,https://en.wikipedia.org/wiki/Kichwa_language,http://listen.bible.is/QVZWBT/Matt/1/D,-1.88573,-76.0389,14289,6.24,15073,6.08,27:10:32,5.01,4.94,"Quichua, Northern Pastaza"
512,QWHLLB,qwh,https://en.wikipedia.org/wiki/Huaylas_Quechua,http://listen.bible.is/QWHLLB/Matt/1/D,-9.38709,-77.7768,10872,7.26,11879,6.60,20:07:27,4.96,4.79,"Quechua, Huaylas"
513,QXHWBT,qxh,https://en.wikipedia.org/wiki/Alto_Pativilca%E2%80%93Alto_Mara%C3%B1%C3%B3n%E2%80%93Alto_Huallaga_Quechua,http://listen.bible.is/QXHWBT/Matt/1/D,-9.85887,-75.4382,11588,7.89,9411,8.23,17:26:19,7.12,6.90,"Quechua, Panao Huanuco"
